#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2009-01-09T21:25:23
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29957	
#INFO	-out.max=50000	

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	status=obsolete	
#Table	VI_49_bound_20:
#Name: VI/49/bound_20
#Title: Boundaries for 2000
#Column	RAJ2000	(A13)	Right ascension in decimal hours (J2000)	[ucd=?]
#Column	DEJ2000	(F11.7)	Declination in degrees (J2000)	[ucd=?]
#Column	con	(a4)	Constellation abbreviation	[ucd=?]
#Column	type	(A1)	[OI] Type of point (Original or Interpolated)	[ucd=?]
RAJ2000	DEJ2000	con	type
16 51 13.4183	  3.7852108	HER 	O
04 00 24.1200	-39.6472168	HOR 	I
04 04 22.8993	-39.6577187	HOR 	I
04 08 21.7129	-39.6683235	HOR 	I
04 12 20.5283	-39.6790276	HOR 	I
04 16 19.4157	-39.6898308	HOR 	I
04 20 18.3390	-39.7007294	HOR 	O
04 20 13.8177	-40.7006264	HOR 	I
04 20 09.1569	-41.7005234	HOR 	I
04 20 04.3487	-42.7004089	HOR 	I
04 19 59.3825	-43.7002983	HOR 	I
04 19 54.2499	-44.7001801	HOR 	I
04 19 48.9353	-45.7000580	HOR 	I
04 19 43.4283	-46.6999321	HOR 	I
04 19 37.7119	-47.6998024	HOR 	I
04 19 31.7727	-48.6996651	HOR 	O
04 15 33.2543	-48.6887817	HOR 	I
04 11 34.7874	-48.6779976	HOR 	I
04 08 35.9779	-48.6699715	HOR 	O
04 08 29.9526	-49.6698380	HOR 	I
04 08 23.6735	-50.6697006	HOR 	O
04 04 25.4521	-50.6590958	HOR 	I
04 00 27.2463	-50.6485939	HOR 	I
03 56 29.0925	-50.6381989	HOR 	I
03 53 30.5199	-50.6304779	HOR 	O
03 53 24.2199	-51.6303406	HOR 	I
03 53 17.6352	-52.6301994	HOR 	I
03 53 16.5091	-52.7968445	HOR 	O
03 49 18.6413	-52.7866554	HOR 	I
03 45 20.7918	-52.7765770	HOR 	I
03 41 22.9967	-52.7666206	HOR 	I
03 37 25.2897	-52.7567863	HOR 	I
03 33 27.6005	-52.7470779	HOR 	O
03 33 21.0697	-53.7469406	HOR 	I
03 33 14.2211	-54.7468033	HOR 	I
03 33 07.0251	-55.7466583	HOR 	I
03 32 59.4513	-56.7465019	HOR 	I
03 32 56.8359	-57.0797844	HOR 	O
03 28 59.6183	-57.0702171	HOR 	I
03 25 02.4945	-57.0607834	HOR 	I
03 21 05.3949	-57.0514793	HOR 	I
03 17 08.3529	-57.0423164	HOR 	I
03 15 09.8715	-57.0377846	HOR 	O
03 15 02.2547	-58.0376396	HOR 	I
03 14 54.1997	-59.0374794	HOR 	I
03 14 45.6619	-60.0373192	HOR 	I
03 14 36.5913	-61.0371475	HOR 	I
03 14 26.9293	-62.0369644	HOR 	I
03 14 16.6117	-63.0367699	HOR 	I
03 14 05.5601	-64.0365524	HOR 	I
03 13 53.6873	-65.0363312	HOR 	I
03 13 40.8889	-66.0360870	HOR 	I
03 13 27.0455	-67.0358200	HOR 	O
03 09 31.7361	-67.0269241	HOR 	I
03 05 36.5475	-67.0181732	HOR 	I
03 01 41.4037	-67.0095673	HOR 	I
02 57 46.3410	-67.0011063	HOR 	I
02 53 51.3924	-66.9927979	HOR 	I
02 49 56.4867	-66.9846420	HOR 	I
02 46 01.6565	-66.9766388	HOR 	I
02 42 06.9361	-66.9687958	HOR 	I
02 38 12.2529	-66.9611130	HOR 	I
02 34 17.6405	-66.9535904	HOR 	I
02 30 23.1347	-66.9462280	HOR 	I
02 26 28.6609	-66.9390335	HOR 	I
02 22 34.2531	-66.9320068	HOR 	I
02 18 39.9456	-66.9251556	HOR 	I
02 14 45.6655	-66.9184723	HOR 	I
02 12 48.5665	-66.9151917	HOR 	O
02 12 58.5709	-65.9153290	HOR 	I
02 13 07.8237	-64.9154587	HOR 	I
02 13 16.4111	-63.9155769	HOR 	I
02 13 24.4071	-62.9156952	HOR 	I
02 13 31.8749	-61.9157982	HOR 	I
02 13 38.8704	-60.9158936	HOR 	I
02 13 45.4397	-59.9159851	HOR 	I
02 13 51.6249	-58.9160690	HOR 	I
02 13 57.4619	-57.9161568	HOR 	O
02 14 02.9829	-56.9162292	HOR 	I
02 14 08.2158	-55.9163017	HOR 	I
02 14 13.1853	-54.9163704	HOR 	I
02 14 17.9145	-53.9164352	HOR 	I
02 14 20.1945	-53.4164696	HOR 	O
02 18 16.8681	-53.4231339	HOR 	I
02 22 13.6143	-53.4299736	HOR 	I
02 26 10.3985	-53.4369850	HOR 	I
02 29 08.0031	-53.4423561	HOR 	O
02 29 12.8411	-52.4424286	HOR 	I
02 29 17.4649	-51.4424973	HOR 	I
02 29 21.8904	-50.4425697	HOR 	O
02 33 19.0311	-50.4498863	HOR 	I
02 37 16.2429	-50.4573669	HOR 	I
02 41 13.4927	-50.4650154	HOR 	I
02 44 11.4465	-50.4708595	HOR 	O
02 44 16.0523	-49.4709320	HOR 	I
02 44 20.4741	-48.4710045	HOR 	O
02 48 17.9391	-48.4789391	HOR 	I
02 52 15.4776	-48.4870338	HOR 	I
02 56 13.0524	-48.4952812	HOR 	I
03 00 10.6301	-48.5036812	HOR 	I
03 04 08.2833	-48.5122337	HOR 	O
03 04 12.9543	-47.5123215	HOR 	I
03 04 17.4507	-46.5124016	HOR 	I
03 04 21.7851	-45.5124779	HOR 	O
03 08 19.7088	-45.5211868	HOR 	I
03 12 17.6331	-45.5300369	HOR 	I
03 16 15.6313	-45.5390320	HOR 	I
03 20 13.6665	-45.5481682	HOR 	I
03 24 11.7043	-45.5574417	HOR 	I
03 28 09.8173	-45.5668488	HOR 	I
03 29 09.3606	-45.5692215	HOR 	O
03 29 13.9707	-44.5693169	HOR 	I
03 29 18.4254	-43.5694046	HOR 	O
03 33 16.6759	-43.5789795	HOR 	I
03 37 15.0009	-43.5886841	HOR 	I
03 41 13.3641	-43.5985146	HOR 	I
03 45 11.7295	-43.6084633	HOR 	I
03 49 10.1697	-43.6185379	HOR 	I
03 53 08.6503	-43.6287231	HOR 	I
03 56 07.5275	-43.6364403	HOR 	O
03 56 12.2115	-42.6365395	HOR 	I
03 56 16.7475	-41.6366425	HOR 	I
03 56 21.1445	-40.6367340	HOR 	I
03 56 25.4123	-39.6368256	HOR 	O
08 10 58.7643	-10.3688536	HYA 	I
08 11 01.3117	 -9.3689089	HYA 	I
08 11 03.8421	 -8.3689623	HYA 	I
08 11 06.3621	 -7.3690166	HYA 	I
08 11 08.8681	 -6.3690705	HYA 	I
08 11 11.3676	 -5.3691239	HYA 	I
08 11 13.8567	 -4.3691773	HYA 	I
08 11 16.3389	 -3.3692307	HYA 	I
08 11 18.8142	 -2.3692839	HYA 	I
08 11 21.2895	 -1.3693370	HYA 	I
08 11 23.7617	 -0.3693900	HYA 	O
08 11 26.2335	  0.6305570	HYA 	I
08 11 28.7055	  1.6305040	HYA 	I
08 11 31.1809	  2.6304510	HYA 	I
08 11 33.6595	  3.6303976	HYA 	I
08 11 36.1417	  4.6303444	HYA 	I
08 11 38.6343	  5.6302910	HYA 	I
08 11 41.1339	  6.6302376	HYA 	O
08 15 40.9446	  6.6200042	HYA 	I
08 19 40.7521	  6.6098871	HYA 	I
08 23 40.5186	  6.5998902	HYA 	I
08 27 40.3157	  6.5900135	HYA 	I
08 31 40.1095	  6.5802622	HYA 	I
08 35 39.8619	  6.5706396	HYA 	I
08 39 39.6489	  6.5611467	HYA 	I
08 43 39.4291	  6.5517874	HYA 	I
08 47 39.1679	  6.5425658	HYA 	I
08 51 38.9412	  6.5334821	HYA 	I
08 55 38.7073	  6.5245404	HYA 	I
08 59 38.4393	  6.5157447	HYA 	I
09 03 38.1989	  6.5070953	HYA 	I
09 07 37.9581	  6.4985962	HYA 	I
09 11 37.6731	  6.4902506	HYA 	I
09 15 37.4223	  6.4820595	HYA 	I
09 19 37.1679	  6.4740252	HYA 	I
09 21 37.0221	  6.4700689	HYA 	O
09 25 36.7641	  6.4622765	HYA 	I
09 29 36.4653	  6.4546485	HYA 	I
09 33 36.2005	  6.4471850	HYA 	I
09 37 35.9292	  6.4398904	HYA 	I
09 41 35.6201	  6.4327669	HYA 	O
09 41 33.9101	  5.4327922	HYA 	I
09 41 32.2073	  4.4328170	HYA 	I
09 41 30.5077	  3.4328420	HYA 	I
09 41 28.8117	  2.4328671	HYA 	I
09 41 27.1194	  1.4328918	HYA 	I
09 41 25.4303	  0.4329166	HYA 	I
09 41 23.7375	 -0.5670585	HYA 	O
09 41 22.0449	 -1.5670336	HYA 	I
09 41 20.3525	 -2.5670087	HYA 	I
09 41 18.6565	 -3.5669839	HYA 	I
09 41 16.9569	 -4.5669589	HYA 	I
09 41 15.2541	 -5.5669336	HYA 	I
09 41 13.5409	 -6.5669088	HYA 	I
09 41 11.8245	 -7.5668836	HYA 	I
09 41 10.1007	 -8.5668583	HYA 	I
09 41 08.3670	 -9.5668335	HYA 	I
09 41 06.6195	-10.5668068	HYA 	I
09 41 04.8653	-11.5667810	HYA 	O
09 45 05.3489	-11.5737553	HYA 	I
09 49 05.8361	-11.5805540	HYA 	I
09 53 06.2959	-11.5871744	HYA 	I
09 57 06.7971	-11.5936165	HYA 	I
10 01 07.3049	-11.5998783	HYA 	I
10 05 07.7820	-11.6059551	HYA 	I
10 09 08.3001	-11.6118488	HYA 	I
10 13 08.8251	-11.6175556	HYA 	I
10 17 09.3159	-11.6230726	HYA 	I
10 21 09.8514	-11.6284008	HYA 	I
10 25 10.3865	-11.6335373	HYA 	I
10 29 10.8945	-11.6384792	HYA 	I
10 33 11.4401	-11.6432276	HYA 	I
10 37 11.9928	-11.6477785	HYA 	I
10 41 12.5109	-11.6521320	HYA 	I
10 45 13.0701	-11.6562872	HYA 	I
10 49 13.6329	-11.6602411	HYA 	I
10 51 13.8993	-11.6621428	HYA 	O
10 51 12.9582	-12.6621361	HYA 	I
10 51 12.0107	-13.6621275	HYA 	I
10 51 11.0563	-14.6621208	HYA 	I
10 51 10.0915	-15.6621132	HYA 	I
10 51 09.1167	-16.6621056	HYA 	I
10 51 08.1345	-17.6620979	HYA 	I
10 51 07.1391	-18.6620903	HYA 	I
10 51 06.1297	-19.6620827	HYA 	O
10 55 07.1184	-19.6657410	HYA 	I
10 56 07.3407	-19.6666222	HYA 	O
10 56 06.3895	-20.6666145	HYA 	I
10 56 05.4247	-21.6666088	HYA 	I
10 56 04.4499	-22.6666012	HYA 	I
10 56 03.4573	-23.6665936	HYA 	I
10 56 02.4515	-24.6665878	HYA 	I
10 56 01.9399	-25.1665821	HYA 	O
11 00 03.2511	-25.1699905	HYA 	I
11 04 04.5660	-25.1731930	HYA 	I
11 08 05.8531	-25.1761894	HYA 	I
11 12 07.1817	-25.1789799	HYA 	I
11 16 08.5134	-25.1815605	HYA 	I
11 20 09.8178	-25.1839333	HYA 	I
11 24 11.1600	-25.1860962	HYA 	I
11 28 12.5058	-25.1880493	HYA 	I
11 32 13.8239	-25.1897926	HYA 	I
11 36 15.1797	-25.1913223	HYA 	I
11 40 16.5389	-25.1926422	HYA 	I
11 44 17.8605	-25.1937504	HYA 	I
11 48 19.2233	-25.1946449	HYA 	I
11 52 20.5860	-25.1953259	HYA 	I
11 56 21.9145	-25.1957951	HYA 	O
12 00 23.2809	-25.1960506	HYA 	I
12 04 24.6468	-25.1960945	HYA 	I
12 08 25.9753	-25.1959229	HYA 	I
12 12 27.3417	-25.1955395	HYA 	I
12 16 28.7076	-25.1949425	HYA 	I
12 20 30.0329	-25.1941319	HYA 	I
12 24 31.3920	-25.1931095	HYA 	I
12 28 32.7547	-25.1918755	HYA 	I
12 32 34.0764	-25.1904297	HYA 	I
12 36 35.4287	-25.1887703	HYA 	I
12 40 36.7777	-25.1869011	HYA 	I
12 41 37.0860	-25.1864014	HYA 	O
12 41 36.5025	-24.1864052	HYA 	I
12 41 35.9253	-23.1864071	HYA 	I
12 41 35.6406	-22.6864090	HYA 	O
12 45 36.8316	-22.6842785	HYA 	I
12 49 38.0226	-22.6819382	HYA 	I
12 53 39.1725	-22.6793900	HYA 	I
12 56 40.0488	-22.6773415	HYA 	O
13 00 41.2261	-22.6744289	HYA 	I
13 04 42.3966	-22.6713104	HYA 	I
13 08 43.5261	-22.6679859	HYA 	I
13 12 44.6861	-22.6644592	HYA 	I
13 16 45.8397	-22.6607265	HYA 	I
13 20 46.9518	-22.6567936	HYA 	I
13 24 48.0877	-22.6526585	HYA 	I
13 28 49.2207	-22.6483231	HYA 	I
13 32 50.3052	-22.6437912	HYA 	I
13 36 51.4209	-22.6390610	HYA 	I
13 40 52.5259	-22.6341362	HYA 	I
13 44 53.5866	-22.6290169	HYA 	I
13 48 54.6750	-22.6237068	HYA 	I
13 52 55.7493	-22.6182041	HYA 	I
13 56 56.7823	-22.6125126	HYA 	I
14 00 57.8397	-22.6066341	HYA 	I
14 04 58.8864	-22.6005707	HYA 	I
14 08 59.8851	-22.5943241	HYA 	I
14 13 00.9081	-22.5878944	HYA 	I
14 17 01.9209	-22.5812855	HYA 	I
14 21 02.8854	-22.5744991	HYA 	I
14 22 03.1419	-22.5727749	HYA 	O
14 22 05.0952	-23.5727463	HYA 	I
14 22 07.0799	-24.5727196	HYA 	I
14 22 08.0857	-25.0727024	HYA 	O
14 26 09.1911	-25.0656929	HYA 	I
14 30 10.2481	-25.0585117	HYA 	I
14 34 11.3293	-25.0511589	HYA 	I
14 38 12.3936	-25.0436382	HYA 	I
14 42 13.4061	-25.0359516	HYA 	I
14 46 14.4393	-25.0281010	HYA 	I
14 50 15.4554	-25.0200882	HYA 	I
14 54 16.4196	-25.0119171	HYA 	I
14 58 17.4051	-25.0035896	HYA 	I
15 02 18.3729	-24.9951096	HYA 	O
15 02 20.8824	-25.9950657	HYA 	I
15 02 23.4369	-26.9950199	HYA 	I
15 02 26.0358	-27.9949722	HYA 	I
15 02 28.6861	-28.9949265	HYA 	I
15 02 31.3847	-29.9948788	HYA 	O
14 58 30.1869	-30.0033684	HYA 	I
14 54 28.9681	-30.0117035	HYA 	I
14 50 27.7635	-30.0198822	HYA 	I
14 46 26.5037	-30.0279026	HYA 	I
14 42 25.2267	-30.0357628	HYA 	I
14 38 23.9637	-30.0434570	HYA 	I
14 34 22.6452	-30.0509853	HYA 	I
14 30 21.3102	-30.0583458	HYA 	I
14 26 19.9917	-30.0655365	HYA 	I
14 22 18.6189	-30.0725536	HYA 	I
14 18 17.2285	-30.0793953	HYA 	I
14 14 15.8557	-30.0860577	HYA 	I
14 10 14.4343	-30.0925446	HYA 	I
14 06 12.9960	-30.0988483	HYA 	I
14 02 11.5749	-30.1049671	HYA 	I
13 58 10.1057	-30.1109028	HYA 	I
13 54 08.6227	-30.1166515	HYA 	I
13 50 07.1607	-30.1222095	HYA 	I
13 46 05.6503	-30.1275787	HYA 	I
13 42 04.1259	-30.1327553	HYA 	I
13 38 02.6225	-30.1377373	HYA 	I
13 34 01.0743	-30.1425247	HYA 	I
13 29 59.5125	-30.1471157	HYA 	I
13 25 57.9713	-30.1515083	HYA 	I
13 21 56.3886	-30.1557007	HYA 	I
13 17 54.7926	-30.1596928	HYA 	I
13 13 53.2236	-30.1634808	HYA 	I
13 09 51.6103	-30.1670685	HYA 	I
13 05 49.9902	-30.1704502	HYA 	I
13 01 48.3975	-30.1736240	HYA 	I
12 57 46.7565	-30.1765938	HYA 	I
12 53 45.1122	-30.1793575	HYA 	I
12 49 43.4989	-30.1819096	HYA 	I
12 45 41.8407	-30.1842556	HYA 	I
12 41 40.1759	-30.1863899	HYA 	I
12 41 40.1759	-30.1863899	HYA 	O
12 41 40.8282	-31.1863880	HYA 	I
12 41 41.4978	-32.1863823	HYA 	I
12 41 42.1807	-33.1863823	HYA 	I
12 41 42.5277	-33.6863785	HYA 	O
12 37 40.6499	-33.6883049	HYA 	I
12 33 38.7309	-33.6900215	HYA 	I
12 29 36.8052	-33.6915245	HYA 	I
12 25 34.9173	-33.6928139	HYA 	I
12 21 32.9843	-33.6938934	HYA 	O
12 21 33.3241	-34.6938896	HYA 	I
12 21 33.6711	-35.6938896	HYA 	O
12 17 31.5873	-35.6947556	HYA 	I
12 13 29.5377	-35.6954079	HYA 	I
12 09 27.4471	-35.6958466	HYA 	I
12 05 25.3601	-35.6960716	HYA 	I
12 01 23.3073	-35.6960831	HYA 	I
11 57 21.2202	-35.6958771	HYA 	I
11 53 19.1328	-35.6954613	HYA 	I
11 49 17.0799	-35.6948318	HYA 	I
11 45 14.9929	-35.6939888	HYA 	I
11 41 12.9127	-35.6929283	HYA 	I
11 37 10.8735	-35.6916618	HYA 	I
11 33 08.8002	-35.6901779	HYA 	I
11 29 06.7301	-35.6884842	HYA 	I
11 25 04.7046	-35.6865768	HYA 	I
11 21 02.6485	-35.6844597	HYA 	I
11 17 00.5989	-35.6821327	HYA 	I
11 12 58.5943	-35.6795959	HYA 	I
11 08 56.5620	-35.6768494	HYA 	I
11 05 55.0471	-35.6746559	HYA 	O
11 01 53.0321	-35.6715469	HYA 	I
10 57 51.0617	-35.6682320	HYA 	I
10 55 50.0437	-35.6664963	HYA 	O
10 55 51.2969	-34.6665039	HYA 	I
10 55 52.5227	-33.6665154	HYA 	I
10 55 53.7175	-32.6665230	HYA 	I
10 55 54.6924	-31.8332005	HYA 	O
10 51 53.0071	-31.8295822	HYA 	I
10 47 51.2973	-31.8257599	HYA 	I
10 43 49.5912	-31.8217373	HYA 	I
10 40 48.3309	-31.8185863	HYA 	O
10 40 49.7280	-30.8186016	HYA 	I
10 40 51.0945	-29.8186131	HYA 	O
10 36 49.5771	-29.8142414	HYA 	I
10 32 48.0357	-29.8096714	HYA 	I
10 28 46.5049	-29.8049030	HYA 	I
10 24 45.0219	-29.7999420	HYA 	I
10 20 43.5185	-29.7947845	HYA 	O
10 20 45.1665	-28.7948036	HYA 	I
10 20 46.7801	-27.7948189	HYA 	I
10 20 47.8410	-27.1281624	HYA 	O
10 16 46.5057	-27.1228161	HYA 	I
10 12 45.2185	-27.1172810	HYA 	I
10 08 43.9069	-27.1115551	HYA 	I
10 04 42.6061	-27.1056423	HYA 	I
10 00 41.3601	-27.0995464	HYA 	I
09 56 40.0866	-27.0932636	HYA 	I
09 52 38.8305	-27.0868015	HYA 	I
09 50 38.2279	-27.0835037	HYA 	O
09 50 40.2087	-26.0835304	HYA 	I
09 50 42.1587	-25.0835571	HYA 	I
09 50 43.1235	-24.5835705	HYA 	O
09 46 42.0183	-24.5768433	HYA 	I
09 42 40.9611	-24.5699406	HYA 	I
09 38 39.8832	-24.5628624	HYA 	I
09 34 38.8193	-24.5556126	HYA 	I
09 30 37.8069	-24.5481949	HYA 	I
09 27 37.0404	-24.5425186	HYA 	O
09 23 36.0175	-24.5348091	HYA 	I
09 19 35.0083	-24.5269337	HYA 	I
09 15 34.0542	-24.5188999	HYA 	I
09 11 33.0792	-24.5107040	HYA 	I
09 10 32.8263	-24.5086308	HYA 	O
09 10 35.2089	-23.5086708	HYA 	I
09 10 37.5539	-22.5087128	HYA 	I
09 10 39.8643	-21.5087528	HYA 	I
09 10 42.1439	-20.5087910	HYA 	I
09 10 44.3928	-19.5088310	HYA 	O
09 06 43.6893	-19.5004501	HYA 	I
09 02 42.9583	-19.4919167	HYA 	I
08 58 42.2443	-19.4832325	HYA 	I
08 54 41.5749	-19.4744034	HYA 	I
08 50 40.8851	-19.4654274	HYA 	I
08 46 40.2089	-19.4563084	HYA 	I
08 42 39.5845	-19.4470539	HYA 	I
08 40 39.2430	-19.4423733	HYA 	O
08 40 41.7561	-18.4424229	HYA 	I
08 40 44.2416	-17.4424706	HYA 	O
08 36 43.7097	-17.4330139	HYA 	I
08 32 43.1538	-17.4234238	HYA 	I
08 28 42.6047	-17.4137058	HYA 	I
08 27 42.5027	-17.4112568	HYA 	O
08 27 45.0705	-16.4113102	HYA 	I
08 27 47.6115	-15.4113626	HYA 	I
08 27 50.1279	-14.4114132	HYA 	I
08 27 52.6205	-13.4114637	HYA 	I
08 27 55.0959	-12.4115152	HYA 	I
08 27 57.5471	-11.4115648	HYA 	O
08 23 57.2107	-11.4016972	HYA 	I
08 19 56.8815	-11.3917074	HYA 	I
08 15 56.5967	-11.3815985	HYA 	I
08 11 56.2845	-11.3713732	HYA 	I
08 10 56.2029	-11.3687992	HYA 	O
03 17 22.4387	-67.0448608	HYI 	I
03 21 17.8833	-67.0540314	HYI 	I
03 25 13.4508	-67.0633392	HYI 	I
03 29 09.1075	-67.0727844	HYI 	I
03 33 04.8183	-67.0823517	HYI 	I
03 37 00.6579	-67.0920486	HYI 	I
03 40 56.5903	-67.1018753	HYI 	I
03 44 52.5807	-67.1118164	HYI 	I
03 48 48.7037	-67.1218796	HYI 	I
03 52 44.9217	-67.1320496	HYI 	I
03 56 41.2051	-67.1423416	HYI 	I
04 00 37.6215	-67.1527405	HYI 	I
04 04 34.1382	-67.1632462	HYI 	I
04 08 30.7219	-67.1738510	HYI 	I
04 12 27.4428	-67.1845627	HYI 	I
04 16 24.2685	-67.1953735	HYI 	I
04 20 21.1647	-67.2062683	HYI 	I
04 24 18.2016	-67.2172623	HYI 	I
04 28 15.3465	-67.2283401	HYI 	I
04 32 12.5621	-67.2395020	HYI 	I
04 35 10.5645	-67.2479248	HYI 	O
04 34 51.5049	-68.2474747	HYI 	I
04 34 30.7013	-69.2469864	HYI 	I
04 34 19.5657	-69.7467194	HYI 	O
04 33 55.6326	-70.7461472	HYI 	I
04 33 29.1849	-71.7455215	HYI 	I
04 32 59.7825	-72.7448273	HYI 	I
04 32 26.8836	-73.7440414	HYI 	I
04 31 49.7964	-74.7431641	HYI 	O
04 27 54.0709	-74.7320099	HYI 	I
04 23 58.4725	-74.7209396	HYI 	I
04 20 03.0372	-74.7099533	HYI 	I
04 16 07.7995	-74.6990585	HYI 	I
04 12 12.6849	-74.6882629	HYI 	I
04 08 17.7270	-74.6775589	HYI 	I
04 04 22.9613	-74.6669540	HYI 	I
04 00 28.3122	-74.6564560	HYI 	I
03 56 33.8169	-74.6460571	HYI 	I
03 52 39.5065	-74.6357727	HYI 	I
03 48 45.3089	-74.6255951	HYI 	I
03 44 51.2574	-74.6155396	HYI 	I
03 40 57.3859	-74.6055984	HYI 	I
03 37 03.6217	-74.5957718	HYI 	I
03 33 09.9983	-74.5860748	HYI 	I
03 29 16.5465	-74.5764999	HYI 	I
03 28 18.1877	-74.5741272	HYI 	O
03 27 42.9120	-75.5734100	HYI 	I
03 27 02.5056	-76.5725937	HYI 	I
03 26 15.7297	-77.5716400	HYI 	I
03 25 20.9165	-78.5705338	HYI 	I
03 24 15.7579	-79.5691986	HYI 	I
03 22 56.9697	-80.5676041	HYI 	I
03 21 19.7193	-81.5656281	HYI 	I
03 20 21.9973	-82.0644531	HYI 	O
03 16 35.7683	-82.0553055	HYI 	I
03 12 49.8129	-82.0462952	HYI 	I
03 09 04.0611	-82.0374222	HYI 	I
03 05 18.5409	-82.0286789	HYI 	I
03 01 33.2817	-82.0200882	HYI 	I
02 57 48.2123	-82.0116272	HYI 	I
02 54 03.3606	-82.0033112	HYI 	I
02 50 18.7573	-81.9951477	HYI 	I
02 46 34.3297	-81.9871216	HYI 	I
02 42 50.1081	-81.9792557	HYI 	I
02 39 06.1200	-81.9715347	HYI 	I
02 35 22.2951	-81.9639740	HYI 	I
02 31 38.6623	-81.9565659	HYI 	I
02 27 55.2485	-81.9493103	HYI 	I
02 24 11.9859	-81.9422226	HYI 	I
02 20 28.9007	-81.9352875	HYI 	I
02 16 46.0225	-81.9285202	HYI 	I
02 13 03.2790	-81.9219208	HYI 	I
02 09 20.7000	-81.9154816	HYI 	I
02 05 38.3147	-81.9092102	HYI 	I
02 01 56.0507	-81.9031067	HYI 	I
01 58 13.9379	-81.8971786	HYI 	I
01 54 32.0043	-81.8914185	HYI 	I
01 50 50.1785	-81.8858337	HYI 	I
01 47 08.4894	-81.8804245	HYI 	I
01 43 26.9655	-81.8751907	HYI 	I
01 39 45.5361	-81.8701324	HYI 	I
01 36 04.2293	-81.8652496	HYI 	I
01 32 23.0741	-81.8605576	HYI 	I
01 28 41.9995	-81.8560333	HYI 	I
01 25 01.0333	-81.8516998	HYI 	I
01 21 20.2047	-81.8475418	HYI 	I
01 17 39.4429	-81.8435745	HYI 	I
01 13 58.7751	-81.8397903	HYI 	I
01 10 18.2316	-81.8361893	HYI 	I
01 06 37.7403	-81.8327789	HYI 	I
01 02 57.3303	-81.8295517	HYI 	I
00 59 17.0286	-81.8265152	HYI 	I
00 55 36.7665	-81.8236618	HYI 	I
00 51 56.5707	-81.8210068	HYI 	I
00 48 16.4703	-81.8185349	HYI 	I
00 44 36.3948	-81.8162613	HYI 	I
00 40 56.3718	-81.8141708	HYI 	I
00 37 16.4301	-81.8122787	HYI 	I
00 33 36.4989	-81.8105698	HYI 	I
00 29 56.6070	-81.8090591	HYI 	I
00 26 16.7820	-81.8077469	HYI 	I
00 22 36.9534	-81.8066177	HYI 	I
00 18 57.1497	-81.8056870	HYI 	I
00 15 17.3991	-81.8049469	HYI 	I
00 11 37.6311	-81.8044052	HYI 	I
00 07 57.8737	-81.8040543	HYI 	I
00 06 08.0139	-81.8039551	HYI 	O
00 06 09.8013	-80.8039627	HYI 	I
00 06 11.2410	-79.8039627	HYI 	I
00 06 12.4257	-78.8039627	HYI 	I
00 06 13.4187	-77.8039627	HYI 	I
00 06 14.2632	-76.8039551	HYI 	I
00 06 14.9904	-75.8039551	HYI 	I
00 06 15.6240	-74.8039627	HYI 	I
00 06 15.9113	-74.3039627	HYI 	O
00 10 05.5315	-74.3042221	HYI 	I
00 13 55.1223	-74.3046875	HYI 	I
00 17 44.7555	-74.3053589	HYI 	I
00 21 34.3987	-74.3062286	HYI 	I
00 25 24.0211	-74.3073044	HYI 	I
00 29 13.6935	-74.3085785	HYI 	I
00 33 03.3851	-74.3100586	HYI 	I
00 36 53.0633	-74.3117371	HYI 	I
00 40 42.8001	-74.3136139	HYI 	I
00 44 32.5641	-74.3156967	HYI 	I
00 48 22.3229	-74.3179779	HYI 	I
00 49 19.7850	-74.3185730	HYI 	O
00 49 10.8995	-75.3185272	HYI 	O
00 53 00.0053	-75.3210526	HYI 	I
00 56 49.1151	-75.3237686	HYI 	I
01 00 38.2997	-75.3266830	HYI 	I
01 04 27.5286	-75.3297958	HYI 	I
01 08 16.7694	-75.3330994	HYI 	I
01 12 06.0937	-75.3366013	HYI 	I
01 15 55.4709	-75.3402939	HYI 	I
01 19 44.8687	-75.3441772	HYI 	I
01 22 36.9721	-75.3472214	HYI 	O
01 22 52.1421	-74.3473587	HYI 	I
01 23 05.5335	-73.3474731	HYI 	I
01 23 17.4480	-72.3475876	HYI 	I
01 23 28.1238	-71.3476868	HYI 	I
01 23 37.7495	-70.3477707	HYI 	I
01 23 46.4781	-69.3478470	HYI 	I
01 23 54.4347	-68.3479156	HYI 	I
01 24 01.7205	-67.3479843	HYI 	I
01 24 08.4215	-66.3480453	HYI 	I
01 24 14.6091	-65.3480988	HYI 	I
01 24 20.3433	-64.3481522	HYI 	I
01 24 25.6749	-63.3481979	HYI 	I
01 24 30.6483	-62.3482437	HYI 	I
01 24 35.3013	-61.3482819	HYI 	I
01 24 39.6659	-60.3483276	HYI 	I
01 24 43.7709	-59.3483620	HYI 	I
01 24 47.6409	-58.3483963	HYI 	I
01 24 49.4949	-57.8484154	HYI 	O
01 28 45.1553	-57.8527489	HYI 	I
01 32 40.8433	-57.8572769	HYI 	I
01 36 36.5256	-57.8619957	HYI 	I
